CrashName,PartyType,Age,Sobriety,AgeGroup,Sobriety_Code,PartyType_Code
CR-0000090743,Panel Truck,0,Impairment Not Known,<18,2,9
CR-0000090738,Car,21,Not Applicable,18-30,0,3
CR-0000090744,Car,21,Had Not Been Drinking,18-30,1,3
CR-0000090749,Car,66,Not Applicable,60+,0,3
CR-0000090757,Car,37,Had Been Drinking - Under Influence,31-45,7,3
CR-0000090755,Car,79,Impairment Not Known,60+,2,3
CR-0000090756,Car,45,Impairment Not Known,31-45,2,3
CR-0000090751,Emergency Vehicle,0,Had Not Been Drinking,<18,1,6
CR-0000090750,Car,44,Impairment Not Known,31-45,2,3
CR-0000090742,Car,28,Had Not Been Drinking,18-30,1,3
CR-0000090745,Panel Truck,55,Had Not Been Drinking,46-60,1,9
CR-0000090755,Car,65,Impairment Not Known,60+,2,3
CR-0000090742,Car,38,Had Not Been Drinking,31-45,1,3
CR-0000090750,Car,74,Impairment Not Known,60+,2,3
CR-0000090749,Unknown,0,Impairment Not Known,<18,2,18
CR-0000090741,Car,52,Impairment Not Known,46-60,2,3
CR-0000090747,Car,0,Impairment Not Known,<18,2,3
CR-0000090737,Car,21,Had Been Drinking - Under Influence,18-30,7,3
CR-0000090753,Car,68,Had Not Been Drinking,60+,1,3
CR-0000090744,Car,79,Had Not Been Drinking,60+,1,3
CR-0000090760,Car,48,Impairment Not Known,46-60,2,3
CR-0000090760,Unknown,0,Impairment Not Known,<18,2,18
CR-0000090740,Car,0,Impairment Not Known,<18,2,3
CR-0000090752,Unknown,60,Impairment Not Known,46-60,2,18
CR-0000090738,Unknown,0,Impairment Not Known,<18,2,18
CR-0000090752,Semi Truck,60,Had Not Been Drinking,46-60,1,13
CR-0000090757,Car,58,Impairment Not Known,46-60,2,3
CR-0000090748,Car,26,Had Not Been Drinking,18-30,1,3
CR-0000090756,Car,27,Had Not Been Drinking,18-30,1,3
CR-0000090746,Car,35,Had Not Been Drinking,31-45,1,3
CR-0000090745,Car,0,Impairment Not Known,<18,2,3
CR-0000090739,Car,18,Impairment Not Known,<18,2,3
CR-0000090740,Car,0,Not Applicable,<18,0,3
CR-0000090766,Car,29,Had Not Been Drinking,18-30,1,3
CR-0000090783,Car,31,Had Not Been Drinking,31-45,1,3
CR-0000090774,Bicycle,51,Had Not Been Drinking,46-60,1,0
CR-0000090767,Car,42,Had Not Been Drinking,31-45,1,3
CR-0000090785,Panel Truck,95,Impairment Not Known,60+,2,9
CR-0000090785,Pedestrian,63,Impairment Not Known,60+,2,10
CR-0000090768,Pedestrian,26,Impairment Not Known,18-30,2,10
CR-0000090781,Car,38,Had Not Been Drinking,31-45,1,3
CR-0000090776,Car,51,Had Not Been Drinking,46-60,1,3
CR-0000090764,Bicycle,35,Had Not Been Drinking,31-45,1,0
CR-0000090763,Car,29,Impairment Not Known,18-30,2,3
CR-0000090779,Pedestrian,32,Impairment Not Known,31-45,2,10
CR-0000090771,Car,0,Not Applicable,<18,0,3
CR-0000090782,Car,29,Had Not Been Drinking,18-30,1,3
CR-0000090770,Panel Truck,0,Impairment Not Known,<18,2,9
CR-0000090786,Car,0,Impairment Not Known,<18,2,3
CR-0000090771,Car,0,Not Applicable,<18,0,3
CR-0000090762,Panel Truck,22,Had Not Been Drinking,18-30,1,9
CR-0000090763,Car,51,Impairment Not Known,46-60,2,3
CR-0000090776,Unknown,0,Impairment Not Known,<18,2,18
CR-0000090780,Car,23,Impairment Not Known,18-30,2,3
CR-0000090783,Car,0,Impairment Not Known,<18,2,3
CR-0000090772,Car,70,Had Not Been Drinking,60+,1,3
CR-0000090771,Car,25,Had Not Been Drinking,18-30,1,3
CR-0000090781,Panel Truck,30,Had Not Been Drinking,18-30,1,9
CR-0000090778,Car,19,Impairment Not Known,18-30,2,3
CR-0000090775,Car,18,Sleepy/Fatigued,<18,4,3
CR-0000090779,Panel Truck,0,Impairment Not Known,<18,2,9
CR-0000090765,Car,0,Had Not Been Drinking,<18,1,3
CR-0000090765,Unknown,0,Impairment Not Known,<18,2,18
CR-0000090772,Car,35,Impairment Not Known,31-45,2,3
CR-0000090774,Car,59,Had Not Been Drinking,46-60,1,3
CR-0000090782,Car,51,Had Not Been Drinking,46-60,1,3
CR-0000090766,Car,0,Impairment Not Known,<18,2,3
CR-0000090770,Car,0,Not Applicable,<18,0,3
CR-0000090773,Car,35,Impairment Not Known,31-45,2,3
CR-0000090770,Panel Truck,0,Not Applicable,<18,0,9
CR-0000090777,Semi Truck,0,Impairment Not Known,<18,2,13
CR-0000090768,Car,22,Impairment Not Known,18-30,2,3
CR-0000090764,Car,57,Had Not Been Drinking,46-60,1,3
CR-0000090773,Panel Truck,57,Impairment Not Known,46-60,2,9
CR-0000090786,Car,20,Impairment Not Known,18-30,2,3
CR-0000090778,Car,54,Impairment Not Known,46-60,2,3
CR-0000090780,Car,68,Impairment Not Known,60+,2,3
CR-0000090767,Car,16,Had Not Been Drinking,<18,1,3
CR-0000090798,Pedestrian,42,Impairment Not Known,31-45,2,10
CR-0000090796,Panel Truck,0,Impairment Not Known,<18,2,9
CR-0000090799,Car,26,Impairment Not Known,18-30,2,3
CR-0000090795,Pedestrian,27,Impairment Not Known,18-30,2,10
CR-0000090799,Car,63,Not Applicable,60+,0,3
CR-0000090793,Car,84,Impairment Not Known,60+,2,3
CR-0000090788,Car,0,Impairment Not Known,<18,2,3
CR-0000090787,Car,35,Not Applicable,31-45,0,3
CR-0000090788,Car,0,Not Applicable,<18,0,3
CR-0000090796,Panel Truck,0,Not Applicable,<18,0,9
CR-0000090787,Unknown,0,Impairment Not Known,<18,2,18
CR-0000090789,Car,41,Impairment Not Known,31-45,2,3
CR-0000090792,Car,0,Impairment Not Known,<18,2,3
CR-0000090794,Car,54,Had Not Been Drinking,46-60,1,3
CR-0000090793,Car,0,Impairment Not Known,<18,2,3
CR-0000090792,Panel Truck,0,Not Applicable,<18,0,9
CR-0000090798,Motorcycle/Moped,60,Impairment Not Known,46-60,2,8
CR-0000090789,Car,26,Impairment Not Known,18-30,2,3
CR-0000090790,Car,27,Impairment Not Known,18-30,2,3
CR-0000090795,Car,0,Impairment Not Known,<18,2,3
CR-0000090797,Emergency Vehicle,0,Not Applicable,<18,0,6
CR-0000090794,Car,33,Had Not Been Drinking,31-45,1,3
CR-0000090797,Car,40,Had Not Been Drinking,31-45,1,3
CR-0000090800,Car,42,Had Not Been Drinking,31-45,1,3
CR-0000090802,Car,29,Had Not Been Drinking,18-30,1,3
CR-0000090805,Car,44,Impairment Not Known,31-45,2,3
CR-0000090807,Car,75,Impairment Not Known,60+,2,3
CR-0000090808,Pedestrian,0,Impairment Not Known,<18,2,10
CR-0000090810,Panel Truck,60,Had Not Been Drinking,46-60,1,9
CR-0000090812,Unknown,0,Impairment Not Known,<18,2,18
CR-0000090814,Car,45,Had Not Been Drinking,31-45,1,3
CR-0000090816,Car,25,Had Not Been Drinking,18-30,1,3
CR-0000090818,Bicycle,59,Impairment Not Known,46-60,2,0
CR-0000090820,Panel Truck,0,Impairment Not Known,<18,2,9
CR-0000090822,Car,27,Had Not Been Drinking,18-30,1,3
CR-0000090800,Car,45,Had Not Been Drinking,31-45,1,3
CR-0000090803,Bicycle,43,Impairment Not Known,31-45,2,0
CR-0000090805,Car,22,Impairment Not Known,18-30,2,3
CR-0000090807,Car,0,Impairment Not Known,<18,2,3
CR-0000090809,Car,36,Impairment Not Known,31-45,2,3
CR-0000090811,Semi Truck,29,Impairment Not Known,18-30,2,13
CR-0000090813,Car,29,Impairment Not Known,18-30,2,3
CR-0000090815,Panel Truck,62,Impairment Not Known,60+,2,9
CR-0000090817,Car,82,Impairment Not Known,60+,2,3
CR-0000090819,Car,63,Impairment Not Known,60+,2,3
CR-0000090821,Car,63,Impairment Not Known,60+,2,3
CR-0000090823,Car,22,Had Not Been Drinking,18-30,1,3
CR-0000090802,Car,19,Had Not Been Drinking,18-30,1,3
CR-0000090804,Car,16,Had Not Been Drinking,<18,1,3
CR-0000090806,Car,0,Impairment Not Known,<18,2,3
CR-0000090808,Pedestrian,0,Impairment Not Known,<18,2,10
CR-0000090810,Panel Truck,0,Impairment Not Known,<18,2,9
CR-0000090812,Panel Truck,0,Not Applicable,<18,0,9
CR-0000090814,Unknown,0,Impairment Not Known,<18,2,18
CR-0000090816,Car,53,Had Not Been Drinking,46-60,1,3
CR-0000090818,Unknown,0,Impairment Not Known,<18,2,18
CR-0000090820,Car,58,Not Applicable,46-60,0,3
CR-0000090822,Unknown,0,Impairment Not Known,<18,2,18
CR-0000090801,Car,40,Had Not Been Drinking,31-45,1,3
CR-0000090803,Car,0,Impairment Not Known,<18,2,3
CR-0000090806,Other,46,Not Applicable,46-60,0,17
CR-0000090808,Car,0,Impairment Not Known,<18,2,3
CR-0000090809,Car,73,Impairment Not Known,60+,2,3
CR-0000090811,Other,0,Not Applicable,<18,0,17
CR-0000090813,Car,44,Impairment Not Known,31-45,2,3
CR-0000090815,Panel Truck,43,Impairment Not Known,31-45,2,9
CR-0000090817,Bicycle,42,Impairment Not Known,31-45,2,0
CR-0000090819,Car,0,Impairment Not Known,<18,2,3
CR-0000090821,Car,0,Impairment Not Known,<18,2,3
CR-0000090823,Panel Truck,55,Had Not Been Drinking,46-60,1,9
CR-0000090824,Car,74,Had Not Been Drinking,60+,1,3
CR-0000090826,Car,22,Had Not Been Drinking,18-30,1,3
CR-0000090828,Panel Truck,0,Impairment Not Known,<18,2,9
CR-0000090829,Car,56,Impairment Not Known,46-60,2,3
CR-0000090831,Car,43,Had Not Been Drinking,31-45,1,3
CR-0000090832,Panel Truck,0,Impairment Not Known,<18,2,9
CR-0000090834,Car,28,Impairment Not Known,18-30,2,3
CR-0000090824,Car,44,Had Not Been Drinking,31-45,1,3
CR-0000090826,Car,0,Impairment Not Known,<18,2,3
CR-0000090828,Panel Truck,0,Impairment Not Known,<18,2,9
CR-0000090829,Car,79,Had Not Been Drinking,60+,1,3
CR-0000090830,Car,64,Had Not Been Drinking,60+,1,3
CR-0000090832,Car,50,Impairment Not Known,46-60,2,3
CR-0000090834,Car,0,Impairment Not Known,<18,2,3
CR-0000090825,Car,93,Had Not Been Drinking,60+,1,3
CR-0000090827,Car,43,Had Not Been Drinking,31-45,1,3
CR-0000090828,Car,25,Not Applicable,18-30,0,3
CR-0000090830,Car,59,Had Been Drinking - Under Influence,46-60,7,3
CR-0000090831,Car,18,Had Not Been Drinking,<18,1,3
CR-0000090833,Other,55,Not Applicable,46-60,0,17
CR-0000090835,Car,22,Impairment Not Known,18-30,2,3
CR-0000090825,Semi Truck,30,Had Not Been Drinking,18-30,1,13
CR-0000090827,Pedestrian,79,Impairment Not Known,60+,2,10
CR-0000090829,Car,62,Impairment Not Known,60+,2,3
CR-0000090830,Car,57,Had Not Been Drinking,46-60,1,3
CR-0000090832,Car,63,Impairment Not Known,60+,2,3
CR-0000090833,Unknown,0,Impairment Not Known,<18,2,18
CR-0000090835,Car,22,Impairment Not Known,18-30,2,3
CR-0000090836,Car,60,Impairment Not Known,46-60,2,3
CR-0000090838,Car,0,Not Applicable,<18,0,3
CR-0000090840,Car,52,Had Not Been Drinking,46-60,1,3
CR-0000090842,Car,49,Had Not Been Drinking,46-60,1,3
CR-0000090844,Car,34,Had Been Drinking - Under Influence,31-45,7,3
CR-0000090846,Car,0,Impairment Not Known,<18,2,3
CR-0000090848,Car,26,Impairment Not Known,18-30,2,3
CR-0000090850,Car,0,Impairment Not Known,<18,2,3
CR-0000090852,Car,56,Impairment Not Known,46-60,2,3
CR-0000090836,Car,36,Impairment Not Known,31-45,2,3
CR-0000090838,Panel Truck,0,Impairment Not Known,<18,2,9
CR-0000090839,Panel Truck,0,Not Applicable,<18,0,9
CR-0000090841,Car,67,Had Not Been Drinking,60+,1,3
CR-0000090843,Car,58,Not Applicable,46-60,0,3
CR-0000090845,Car,0,Impairment Not Known,<18,2,3
CR-0000090847,Panel Truck,0,Impairment Not Known,<18,2,9
CR-0000090849,Car,19,Impairment Not Known,18-30,2,3
CR-0000090851,Car,27,Impairment Not Known,18-30,2,3
CR-0000090853,Emergency Vehicle,28,Had Not Been Drinking,18-30,1,6
CR-0000090837,Car,43,Had Not Been Drinking,31-45,1,3
CR-0000090839,Car,47,Had Not Been Drinking,46-60,1,3
CR-0000090841,Car,0,Impairment Not Known,<18,2,3
CR-0000090843,Unknown,0,Impairment Not Known,<18,2,18
CR-0000090845,Car,62,Impairment Not Known,60+,2,3
CR-0000090847,Unknown,0,Impairment Not Known,<18,2,18
CR-0000090849,Panel Truck,0,Impairment Not Known,<18,2,9
CR-0000090851,Car,0,Impairment Not Known,<18,2,3
CR-0000090853,Car,53,Had Not Been Drinking,46-60,1,3
CR-0000090837,Pedestrian,64,Had Not Been Drinking,60+,1,10
CR-0000090839,Car,41,Had Not Been Drinking,31-45,1,3
CR-0000090840,Car,22,Had Not Been Drinking,18-30,1,3
CR-0000090842,Emergency Vehicle,25,Had Not Been Drinking,18-30,1,6
CR-0000090844,Car,43,Had Not Been Drinking,31-45,1,3
CR-0000090846,Car,29,Impairment Not Known,18-30,2,3
CR-0000090848,Other,0,Impairment Not Known,<18,2,17
CR-0000090850,Car,24,Impairment Not Known,18-30,2,3
CR-0000090852,Unknown,0,Impairment Not Known,<18,2,18
CR-0000090855,Car,52,Had Not Been Drinking,46-60,1,3
CR-0000090857,Car,35,Impairment Not Known,31-45,2,3
CR-0000090859,Car,48,Impairment Not Known,46-60,2,3
CR-0000090861,Car,0,Impairment Not Known,<18,2,3
CR-0000090863,Car,22,Had Not Been Drinking,18-30,1,3
CR-0000090865,Bicycle,41,Had Not Been Drinking,31-45,1,0
CR-0000090867,Car,44,Impairment Not Known,31-45,2,3
CR-0000090869,Unknown,0,Impairment Not Known,<18,2,18
CR-0000090871,Car,33,Impairment Not Known,31-45,2,3
CR-0000090872,Car,52,Impairment Not Known,46-60,2,3
CR-0000090874,Car,59,Impairment Not Known,46-60,2,3
CR-0000090876,Motorcycle/Moped,21,Had Not Been Drinking,18-30,1,8
CR-0000090854,Car,31,Had Not Been Drinking,31-45,1,3
CR-0000090856,Panel Truck,29,Had Not Been Drinking,18-30,1,9
CR-0000090858,Car,26,Impairment Not Known,18-30,2,3
CR-0000090860,Car,0,Impairment Not Known,<18,2,3
CR-0000090862,Car,51,Had Not Been Drinking,46-60,1,3
CR-0000090864,Car,51,Had Not Been Drinking,46-60,1,3
CR-0000090866,Car,27,Impairment Not Known,18-30,2,3
CR-0000090868,Car,80,Impairment Not Known,60+,2,3
CR-0000090870,Car,59,Impairment Not Known,46-60,2,3
CR-0000090872,Car,17,Impairment Not Known,<18,2,3
CR-0000090873,Car,76,Had Not Been Drinking,60+,1,3
CR-0000090875,Motorcycle/Moped,21,Had Not Been Drinking,18-30,1,8
CR-0000090854,Pedestrian,57,Had Not Been Drinking,46-60,1,10
CR-0000090856,Car,39,Had Not Been Drinking,31-45,1,3
CR-0000090858,Car,31,Impairment Not Known,31-45,2,3
CR-0000090860,Car,54,Impairment Not Known,46-60,2,3
CR-0000090862,Car,62,Had Not Been Drinking,60+,1,3
CR-0000090864,Bicycle,70,Had Not Been Drinking,60+,1,0
CR-0000090866,Car,0,Impairment Not Known,<18,2,3
CR-0000090868,Car,0,Impairment Not Known,<18,2,3
CR-0000090870,Unknown,0,Impairment Not Known,<18,2,18
CR-0000090872,Car,26,Impairment Not Known,18-30,2,3
CR-0000090873,Pedestrian,16,Had Not Been Drinking,<18,1,10
CR-0000090876,Panel Truck,29,Had Not Been Drinking,18-30,1,9
CR-0000090878,Car,25,Impairment Not Known,18-30,2,3
CR-0000090881,Panel Truck,64,Impairment Not Known,60+,2,9
CR-0000090882,Car,0,Not Applicable,<18,0,3
CR-0000090855,Panel Truck,55,Had Not Been Drinking,46-60,1,9
CR-0000090857,Car,51,Impairment Not Known,46-60,2,3
CR-0000090859,Unknown,0,Impairment Not Known,<18,2,18
CR-0000090861,Panel Truck,0,Impairment Not Known,<18,2,9
CR-0000090863,Car,22,Had Not Been Drinking,18-30,1,3
CR-0000090865,Car,0,Not Applicable,<18,0,3
CR-0000090867,Car,0,Impairment Not Known,<18,2,3
CR-0000090869,Panel Truck,35,Not Applicable,31-45,0,9
CR-0000090871,Unknown,0,Impairment Not Known,<18,2,18
CR-0000090872,Car,69,Impairment Not Known,60+,2,3
CR-0000090874,Panel Truck,59,Impairment Not Known,46-60,2,9
CR-0000090877,Car,31,Had Not Been Drinking,31-45,1,3
CR-0000090879,Bicycle,13,Had Not Been Drinking,<18,1,0
CR-0000090882,Car,67,Had Not Been Drinking,60+,1,3
CR-0000090877,Car,62,Had Not Been Drinking,60+,1,3
CR-0000090880,Car,22,Sleepy/Fatigued,18-30,4,3
CR-0000090882,Panel Truck,65,Had Not Been Drinking,60+,1,9
CR-0000090877,Car,0,Impairment Not Known,<18,2,3
CR-0000090879,Car,41,Had Not Been Drinking,31-45,1,3
CR-0000090881,Car,44,Impairment Not Known,31-45,2,3
CR-0000090882,Car,0,Not Applicable,<18,0,3
CR-0000090929,Panel Truck,0,Not Applicable,<18,0,9
CR-0000090883,Car,0,Not Applicable,<18,0,3
CR-0000090920,Car,0,Not Applicable,<18,0,3
CR-0000090925,Car,0,Impairment Not Known,<18,2,3
CR-0000090883,Car,31,Had Not Been Drinking,31-45,1,3
CR-0000090922,Panel Truck,0,Not Applicable,<18,0,9
CR-0000090884,Bicycle,16,Impairment Not Known,<18,2,0
CR-0000090930,Car,33,Impairment Not Known,31-45,2,3
CR-0000090887,Car,37,Had Not Been Drinking,31-45,1,3
CR-0000090921,Car,45,Impairment Not Known,31-45,2,3
CR-0000090902,Car,44,Impairment Not Known,31-45,2,3
CR-0000090896,Car,32,Impairment Not Known,31-45,2,3
CR-0000090893,Car,0,Impairment Not Known,<18,2,3
CR-0000090930,Car,17,Impairment Not Known,<18,2,3
CR-0000090923,Unknown,0,Not Applicable,<18,0,18
CR-0000090926,Car,41,Had Not Been Drinking,31-45,1,3
CR-0000090892,Car,79,Had Not Been Drinking,60+,1,3
CR-0000090910,Car,56,Not Applicable,46-60,0,3
CR-0000090919,Car,35,Impairment Not Known,31-45,2,3
CR-0000090910,Car,0,Impairment Not Known,<18,2,3
CR-0000090906,Car,22,Had Not Been Drinking,18-30,1,3
CR-0000090896,Car,49,Impairment Not Known,46-60,2,3
CR-0000090899,Car,0,Impairment Not Known,<18,2,3
CR-0000090927,Panel Truck,52,Not Applicable,46-60,0,9
CR-0000090891,Car,38,Had Not Been Drinking,31-45,1,3
CR-0000090916,Car,0,Impairment Not Known,<18,2,3
CR-0000090913,Car,0,Impairment Not Known,<18,2,3
CR-0000090885,Unknown,22,Had Not Been Drinking,18-30,1,18
CR-0000090893,Car,0,Not Applicable,<18,0,3
CR-0000090924,Unknown,0,Impairment Not Known,<18,2,18
CR-0000090885,Car,44,Had Not Been Drinking,31-45,1,3
CR-0000090924,Car,56,Impairment Not Known,46-60,2,3
CR-0000090892,Car,74,Had Not Been Drinking,60+,1,3
CR-0000090913,Car,0,Not Applicable,<18,0,3
CR-0000090897,Car,32,Had Not Been Drinking,31-45,1,3
CR-0000090929,Car,0,Not Applicable,<18,0,3
CR-0000090920,Panel Truck,21,Had Not Been Drinking,18-30,1,9
CR-0000090897,Car,23,Had Not Been Drinking,18-30,1,3
CR-0000090883,Panel Truck,0,Not Applicable,<18,0,9
CR-0000090886,Car,51,Impairment Not Known,46-60,2,3
CR-0000090914,Car,28,Impairment Not Known,18-30,2,3
CR-0000090904,Car,35,Had Not Been Drinking,31-45,1,3
CR-0000090914,Car,0,Not Applicable,<18,0,3
CR-0000090888,Car,55,Impairment Not Known,46-60,2,3
CR-0000090919,Car,26,Impairment Not Known,18-30,2,3
CR-0000090909,Car,64,Had Not Been Drinking,60+,1,3
CR-0000090922,Car,0,Impairment Not Known,<18,2,3
CR-0000090898,Car,38,Impairment Not Known,31-45,2,3
CR-0000090889,Panel Truck,0,Not Applicable,<18,0,9
CR-0000090904,Car,0,Not Applicable,<18,0,3
CR-0000090886,Emergency Vehicle,0,Impairment Not Known,<18,2,6
CR-0000090889,Car,0,Impairment Not Known,<18,2,3
CR-0000090893,Car,0,Not Applicable,<18,0,3
CR-0000090896,Car,25,Impairment Not Known,18-30,2,3
CR-0000090898,Panel Truck,22,Impairment Not Known,18-30,2,9
CR-0000090915,Car,74,Impairment Not Known,60+,2,3
CR-0000090929,Car,0,Not Applicable,<18,0,3
CR-0000090901,Car,52,Had Not Been Drinking,46-60,1,3
CR-0000090888,Unknown,0,Impairment Not Known,<18,2,18
CR-0000090903,Car,26,Impairment Not Known,18-30,2,3
CR-0000090894,Car,0,Impairment Not Known,<18,2,3
CR-0000090918,Car,23,Impairment Not Known,18-30,2,3
CR-0000090926,Car,0,Not Applicable,<18,0,3
CR-0000090921,Unknown,0,Impairment Not Known,<18,2,18
CR-0000090915,Car,70,Impairment Not Known,60+,2,3
CR-0000090923,Unknown,0,Impairment Not Known,<18,2,18
CR-0000090928,Car,21,Impairment Not Known,18-30,2,3
CR-0000090895,Unknown,0,Impairment Not Known,<18,2,18
CR-0000090899,Car,63,Impairment Not Known,60+,2,3
CR-0000090906,Pedestrian,34,Had Not Been Drinking,31-45,1,10
CR-0000090887,Car,45,Had Not Been Drinking,31-45,1,3
CR-0000090901,Car,48,Had Not Been Drinking,46-60,1,3
CR-0000090931,Car,38,Had Not Been Drinking,31-45,1,3
CR-0000090917,Car,47,Had Been Drinking - Under Influence,46-60,7,3
CR-0000090903,Car,28,Impairment Not Known,18-30,2,3
CR-0000090883,Car,0,Not Applicable,<18,0,3
CR-0000090927,Car,37,Had Been Drinking - Under Influence,31-45,7,3
CR-0000090917,Car,27,Had Not Been Drinking,18-30,1,3
CR-0000090931,Car,67,Impairment Not Known,60+,2,3
CR-0000090929,Car,0,Had Not Been Drinking,<18,1,3
CR-0000090884,Car,41,Impairment Not Known,31-45,2,3
CR-0000090945,Car,69,Had Not Been Drinking,60+,1,3
CR-0000090935,Unknown,0,Impairment Not Known,<18,2,18
CR-0000090946,Car,96,Had Not Been Drinking,60+,1,3
CR-0000090939,Panel Truck,41,Impairment Not Known,31-45,2,9
CR-0000090942,Car,47,Had Not Been Drinking,46-60,1,3
CR-0000090932,Car,17,Impairment Not Known,<18,2,3
CR-0000090942,Pedestrian,24,Had Been Drinking - Impairment Unknown,18-30,6,10
CR-0000090935,Car,70,Impairment Not Known,60+,2,3
CR-0000090938,Car,28,Impairment Not Known,18-30,2,3
CR-0000090955,Car,0,Impairment Not Known,<18,2,3
CR-0000090938,Car,58,Impairment Not Known,46-60,2,3
CR-0000090933,Car,42,Impairment Not Known,31-45,2,3
CR-0000090953,Car,63,Had Not Been Drinking,60+,1,3
CR-0000090955,Car,48,Had Not Been Drinking,46-60,1,3
CR-0000090948,Car,74,Impairment Not Known,60+,2,3
CR-0000090936,Unknown,0,Impairment Not Known,<18,2,18
CR-0000090949,Panel Truck,73,Impairment Not Known,60+,2,9
CR-0000090937,Car,41,Had Not Been Drinking,31-45,1,3
CR-0000090940,Car,62,Impairment Not Known,60+,2,3
CR-0000090941,Car,36,Impairment Not Known,31-45,2,3
CR-0000090954,Car,19,Had Not Been Drinking,18-30,1,3
CR-0000090946,Car,51,Had Not Been Drinking,46-60,1,3
CR-0000090948,Car,0,Impairment Not Known,<18,2,3
CR-0000090939,Car,0,Impairment Not Known,<18,2,3
CR-0000090937,Car,63,Had Not Been Drinking,60+,1,3
CR-0000090954,Car,0,Not Applicable,<18,0,3
CR-0000090940,Car,0,Impairment Not Known,<18,2,3
CR-0000090932,Panel Truck,80,Impairment Not Known,60+,2,9
CR-0000090941,Car,23,Impairment Not Known,18-30,2,3
CR-0000090951,Car,47,Had Not Been Drinking,46-60,1,3
CR-0000090938,Panel Truck,46,Impairment Not Known,46-60,2,9
CR-0000090951,Car,22,Had Not Been Drinking,18-30,1,3
CR-0000090933,Car,0,Impairment Not Known,<18,2,3
CR-0000090943,Car,19,Had Not Been Drinking,18-30,1,3
CR-0000090950,Car,30,Impairment Not Known,18-30,2,3
CR-0000090954,Car,37,Had Not Been Drinking,31-45,1,3
CR-0000090944,Pedestrian,33,Impairment Not Known,31-45,2,10
CR-0000090947,Car,66,Had Not Been Drinking,60+,1,3
CR-0000090934,Car,21,Impairment Not Known,18-30,2,3
CR-0000090947,Pedestrian,15,Had Not Been Drinking,<18,1,10
CR-0000090949,Pedestrian,16,Impairment Not Known,<18,2,10
CR-0000090943,Car,0,Impairment Not Known,<18,2,3
CR-0000090937,Car,43,Had Not Been Drinking,31-45,1,3
CR-0000090944,Car,36,Had Not Been Drinking,31-45,1,3
CR-0000090934,Panel Truck,86,Impairment Not Known,60+,2,9
CR-0000090945,Car,25,Had Not Been Drinking,18-30,1,3
CR-0000090950,Car,24,Impairment Not Known,18-30,2,3
CR-0000090981,Car,0,Not Applicable,<18,0,3
CR-0000090967,Bus - Other,50,Impairment Not Known,46-60,2,1
CR-0000090978,Car,18,Impairment Not Known,<18,2,3
CR-0000090963,Car,19,Had Not Been Drinking,18-30,1,3
CR-0000090982,Car,35,Had Been Drinking - Under Influence,31-45,7,3
